"ID","MATCH_ID","EVENT_ID","TYPE_ID","PERIOD_ID","TIME_MIN","TIME_SEC","TEAM_ID","X","Y","PLAYER_ID","PLAYER_NAME","PENALTY","HEAD","RIGHT_FOOTED","OTHER_BODY_PART","REGULAR_PLAY","FAST_BREAK","SET_PIECE","FROM_CORNER","FREE_KICK","OWN_GOAL","ASSISTED","LEFT_FOOTED","TARGETED_LOW_LEFT","TARGETED_HIGH_LEFT","TARGETED_LOW_CENTER","TARGETED_HIGH_CENTER","TARGETED_LOW_RIGHT","TARGETED_HIGH_RIGHT","BLOCKED","TARGETED_CLOSE_LEFT","TARGETED_CLOSE_RIGHT","TARGETED_CLOSE_HIGH","TARGETED_CLOSE_LEFT_AND_HIGH","TARGETED_CLOSE_RIGHT_AND_HIGH","PROJECTED_GOAL_MOUTH_Y","PROJECTED_GOAL_MOUTH_Z","DEFLECTION","HIT_WOODWORK","BIG_CHANCE","INDIVIDUAL_CHANCE","HIT_RIGHT_POST","HIT_LEFT_POST","HIT_BAR","OUT_ON_SIDELINE","KICKOFF","FIRST_TOUCH","NOT_ASSISTED","EVENT_TYPE_NAME","TEAM_NAME","IS_GOAL","GOAL_CNT","RESULT","TEAM_SIDE","X_REL_PC","Y_REL_PC","X_REL_M","Y_REL_M","X_REL_M_TEAM","Y_REL_M_TEAM","DISTANCE","DISTANCE_BUCKET","EVENT_COUNT","FOOTBALL_PITCH_CELL","MATCH_DATE"
1180837590,"9rcvvbyf7sfl4fltydjgh09re",457,16,2,47,20,"",92.9,46.4,"","anonymized","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","46.3","15.2","N","N","Y","N","N","N","N","N","N","N","N","Shot","anonymized","Y",1,"Goal","home",7.1,-3.6,7.384,-2.448,7.384,2.448,7.77921332783720490252465652374239616791,8,1,"X6|Y-4",01-JAN-18
1627080811,"9rcvvbyf7sfl4fltydjgh09re",463,15,2,48,44,"",95.7,36.3,"","anonymized","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","50.0","3.2","N","N","N","N","N","N","N","N","N","Y","N","Shot","anonymized","N",0,"Attempt Saved","away",4.3,-13.7,4.472,-9.316,99.528,-9.316,10.33376214164038130247253538886363937359,11,1,"X4|Y-10",01-JAN-18
2028623866,"9rcvvbyf7sfl4fltydjgh09re",489,15,2,52,42,"",75.1,49.9,"","anonymized","N","N","N","N","Y","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","53.5","1.3","N","N","N","Y","N","N","N","N","N","N","N","Shot","anonymized","N",0,"Attempt Saved","home",24.9,-0.1,25.896,-0.068,25.896,0.068,25.89608928004381127929132009410122905529,26,1,"X24|Y-2",01-JAN-18
1961918674,"9qh8djqa3nhryqq6onzmlmxyi",311,15,1,36,8,"",75.3,46,"","anonymized","N","N","N","N","Y","N","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Shot","anonymized","N",0,"Attempt Saved","home",24.7,-4,25.688,-2.72,25.688,2.72,25.83160358940187824591114070993077023552,26,1,"X24|Y-4",30-DEC-17
1252152263,"9qh8djqa3nhryqq6onzmlmxyi",312,13,1,36,11,"",76.8,60.2,"","anonymized","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","40","1.4","N","N","N","Y","N","N","N","N","N","N","N","Shot","anonymized","N",0,"Miss","home",23.2,10.2,24.128,6.936,24.128,-6.936,25.1051484759600655105083634486557705067,26,1,"X24|Y6",30-DEC-17
2106969500,"9qh8djqa3nhryqq6onzmlmxyi",422,13,1,41,44,"",92.4,43.7,"","anonymized","N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","56.5","55.6","N","N","N","N","N","N","N","N","N","Y","N","Shot","anonymized","N",0,"Miss","away",7.6,-6.3,7.904,-4.284,96.096,-4.284,8.99032101762779102599679052304066892062,9,1,"X6|Y-6",30-DEC-17
1803472572,"9vb2pky6xkh3ps9hhuwm17ii2",595,13,2,61,17,"",86.5,50.5,"","anonymized","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","55.5","65.3","N","N","N","N","N","N","N","N","N","Y","N","Shot","anonymized","N",0,"Miss","home",13.5,0.5,14.04,0.34,14.04,-0.34,14.04411620572829068329649272795316947209,15,1,"X14|Y0",20-JAN-18
1851687193,"9vb2pky6xkh3ps9hhuwm17ii2",648,15,2,66,44,"",86.3,30.5,"","anonymized","N","N","N","N","Y","N","N","N","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","47.5","2.5","N","N","N","Y","N","N","N","N","N","N","N","Shot","anonymized","N",0,"Attempt Saved","home",13.7,-19.5,14.248,-13.26,14.248,13.26,19.46363542609653382941428614333362754139,20,1,"X14|Y-14",20-JAN-18
1284464044,"9vb2pky6xkh3ps9hhuwm17ii2",662,16,2,68,27,"",85.5,46.4,"","anonymized","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","46.3","2.5","N","Y","Y","N","N","Y","N","N","N","N","N","Shot","anonymized","Y",1,"Goal","home",14.5,-3.6,15.08,-2.448,15.08,2.448,15.27740501525046301277682230378542979759,16,1,"X14|Y-4",20-JAN-18
1157183923,"9vb2pky6xkh3ps9hhuwm17ii2",649,13,2,72,2,"",76.6,40.6,"","anonymized","N","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","35.0","27.8","N","N","N","Y","N","N","N","N","N","Y","N","Shot","anonymized","N",0,"Miss","away",23.4,-9.4,24.336,-6.392,79.664,-6.392,25.16144987873314108078725446800069524231,26,1,"X24|Y-8",20-JAN-18
